"","date","state","fips","cases","deaths"
"4183",2020-05-17,"South Carolina","45",8816,385
"4184",2020-05-17,"South Dakota","46",3987,44
"4185",2020-05-17,"Tennessee","47",17391,293
"4186",2020-05-17,"Texas","48",48828,1356
"4187",2020-05-17,"Utah","49",7238,80
"4188",2020-05-17,"Vermont","50",940,54
"4189",2020-05-17,"Virgin Islands","78",69,6
"4190",2020-05-17,"Virginia","51",30388,1009
"4191",2020-05-17,"Washington","53",19514,1016
"4192",2020-05-17,"West Virginia","54",1492,67
"4193",2020-05-17,"Wisconsin","55",12754,453
"4194",2020-05-17,"Wyoming","56",754,8
"4195",2020-05-18,"Alabama","1",12086,489
"4196",2020-05-18,"Alaska","2",399,8
"4197",2020-05-18,"Arizona","4",14170,686
"4198",2020-05-18,"Arkansas","5",4813,100
"4199",2020-05-18,"California","6",81943,3322
"4200",2020-05-18,"Colorado","8",22174,1224
"4201",2020-05-18,"Connecticut","9",38116,3449
"4202",2020-05-18,"Delaware","10",7869,297
"4203",2020-05-18,"District of Columbia","11",7270,392
"4204",2020-05-18,"Florida","12",46434,1996
"4205",2020-05-18,"Georgia","13",36634,1624
"4206",2020-05-18,"Guam","66",1123,6
"4207",2020-05-18,"Hawaii","15",630,17
"4208",2020-05-18,"Idaho","16",2455,74
"4209",2020-05-18,"Illinois","17",96778,4257
"4210",2020-05-18,"Indiana","18",28897,1765
"4211",2020-05-18,"Iowa","19",14955,355
"4212",2020-05-18,"Kansas","20",8439,190
"4213",2020-05-18,"Kentucky","21",8041,354
"4214",2020-05-18,"Louisiana","22",34832,2563
"4215",2020-05-18,"Maine","23",1713,71
"4216",2020-05-18,"Maryland","24",39882,2023
"4217",2020-05-18,"Massachusetts","25",87052,5862
"4218",2020-05-18,"Michigan","26",51853,4915
"4219",2020-05-18,"Minnesota","27",16372,740
"4220",2020-05-18,"Mississippi","28",11432,528
"4221",2020-05-18,"Missouri","29",11225,609
"4222",2020-05-18,"Montana","30",470,16
"4223",2020-05-18,"Nebraska","31",10625,132
"4224",2020-05-18,"Nevada","32",7059,364
"4225",2020-05-18,"New Hampshire","33",3652,172
"4226",2020-05-18,"New Jersey","34",148039,10435
"4227",2020-05-18,"New Mexico","35",6096,270
"4228",2020-05-18,"New York","36",356278,28302
"4229",2020-05-18,"North Carolina","37",19121,684
"4230",2020-05-18,"North Dakota","38",1931,44
"4231",2020-05-18,"Northern Mariana Islands","69",21,2
"4232",2020-05-18,"Ohio","39",28455,1657
"4233",2020-05-18,"Oklahoma","40",5398,288
"4234",2020-05-18,"Oregon","41",3687,138
"4235",2020-05-18,"Pennsylvania","42",66676,4560
"4236",2020-05-18,"Puerto Rico","72",2710,124
"4237",2020-05-18,"Rhode Island","44",12795,506
"4238",2020-05-18,"South Carolina","45",8942,391
"4239",2020-05-18,"South Dakota","46",4027,44
"4240",2020-05-18,"Tennessee","47",17767,296
"4241",2020-05-18,"Texas","48",49788,1362
"4242",2020-05-18,"Utah","49",7384,80
"4243",2020-05-18,"Vermont","50",940,54
"4244",2020-05-18,"Virgin Islands","78",69,6
"4245",2020-05-18,"Virginia","51",31140,1014
"4246",2020-05-18,"Washington","53",19756,1020
"4247",2020-05-18,"West Virginia","54",1502,68
"4248",2020-05-18,"Wisconsin","55",12912,459
"4249",2020-05-18,"Wyoming","56",766,10
"4250",2020-05-19,"Alabama","1",12376,504
"4251",2020-05-19,"Alaska","2",399,8
"4252",2020-05-19,"Arizona","4",14566,704
"4253",2020-05-19,"Arkansas","5",4923,102
"4254",2020-05-19,"California","6",83981,3422
"4255",2020-05-19,"Colorado","8",22454,1257
"4256",2020-05-19,"Connecticut","9",38430,3472
"4257",2020-05-19,"Delaware","10",8037,304
"4258",2020-05-19,"District of Columbia","11",7434,400
"4259",2020-05-19,"Florida","12",46936,2051
"4260",2020-05-19,"Georgia","13",37214,1650
"4261",2020-05-19,"Guam","66",1123,6
"4262",2020-05-19,"Hawaii","15",631,17
"4263",2020-05-19,"Idaho","16",2476,77
"4264",2020-05-19,"Illinois","17",98298,4399
"4265",2020-05-19,"Indiana","18",29402,1824
"4266",2020-05-19,"Iowa","19",15296,367
"4267",2020-05-19,"Kansas","20",8488,193
"4268",2020-05-19,"Kentucky","21",8205,369
"4269",2020-05-19,"Louisiana","22",35161,2581
"4270",2020-05-19,"Maine","23",1741,73
"4271",2020-05-19,"Maryland","24",41664,2081
"4272",2020-05-19,"Massachusetts","25",87925,5938
"4273",2020-05-19,"Michigan","26",52337,5017
"4274",2020-05-19,"Minnesota","27",17038,757
"4275",2020-05-19,"Mississippi","28",11704,554
"4276",2020-05-19,"Missouri","29",11369,631
"4277",2020-05-19,"Montana","30",471,16
"4278",2020-05-19,"Nebraska","31",10846,136
"4279",2020-05-19,"Nevada","32",7169,373
"4280",2020-05-19,"New Hampshire","33",3721,182
"4281",2020-05-19,"New Jersey","34",149013,10586
"4282",2020-05-19,"New Mexico","35",6192,276
"4283",2020-05-19,"New York","36",357757,28437
"4284",2020-05-19,"North Carolina","37",19762,711
"4285",2020-05-19,"North Dakota","38",1994,45
"4286",2020-05-19,"Northern Mariana Islands","69",21,2
"4287",2020-05-19,"Ohio","39",28953,1720
"4288",2020-05-19,"Oklahoma","40",5489,294
"4289",2020-05-19,"Oregon","41",3726,140
"4290",2020-05-19,"Pennsylvania","42",67404,4675
"4291",2020-05-19,"Puerto Rico","72",2805,124
"4292",2020-05-19,"Rhode Island","44",12951,532
"4293",2020-05-19,"South Carolina","45",9056,399
"4294",2020-05-19,"South Dakota","46",4085,46
"4295",2020-05-19,"Tennessee","47",18301,301
"4296",2020-05-19,"Texas","48",51080,1405
"4297",2020-05-19,"Utah","49",7530,88
"4298",2020-05-19,"Vermont","50",944,54
"4299",2020-05-19,"Virgin Islands","78",69,6
"4300",2020-05-19,"Virginia","51",32145,1041
"4301",2020-05-19,"Washington","53",19988,1042
"4302",2020-05-19,"West Virginia","54",1514,68
"4303",2020-05-19,"Wisconsin","55",13200,467
"4304",2020-05-19,"Wyoming","56",776,10
"4305",2020-05-20,"Alabama","1",13052,522
"4306",2020-05-20,"Alaska","2",402,8
"4307",2020-05-20,"Arizona","4",14897,747
"4308",2020-05-20,"Arkansas","5",5003,107
"4309",2020-05-20,"California","6",86125,3514
"4310",2020-05-20,"Colorado","8",22769,1299
"4311",2020-05-20,"Connecticut","9",39017,3529
"4312",2020-05-20,"Delaware","10",8194,310
"4313",2020-05-20,"District of Columbia","11",7551,407
"4314",2020-05-20,"Florida","12",47463,2095
"4315",2020-05-20,"Georgia","13",38162,1672
"4316",2020-05-20,"Guam","66",1134,6
"4317",2020-05-20,"Hawaii","15",633,17
"4318",2020-05-20,"Idaho","16",2506,77
"4319",2020-05-20,"Illinois","17",100713,4547
"4320",2020-05-20,"Indiana","18",29986,1864
"4321",2020-05-20,"Iowa","19",15868,400
"4322",2020-05-20,"Kansas","20",8661,197
"4323",2020-05-20,"Kentucky","21",8336,381
"4324",2020-05-20,"Louisiana","22",35439,2608
"4325",2020-05-20,"Maine","23",1819,73
"4326",2020-05-20,"Maryland","24",42442,2123
"4327",2020-05-20,"Massachusetts","25",88970,6066
"4328",2020-05-20,"Michigan","26",52988,5060
"4329",2020-05-20,"Minnesota","27",17679,786
"4330",2020-05-20,"Mississippi","28",11967,570
"4331",2020-05-20,"Missouri","29",11510,643
"4332",2020-05-20,"Montana","30",478,16
"4333",2020-05-20,"Nebraska","31",11119,141
"4334",2020-05-20,"Nevada","32",7301,378
"4335",2020-05-20,"New Hampshire","33",3868,190
"4336",2020-05-20,"New Jersey","34",150399,10747
"4337",2020-05-20,"New Mexico","35",6338,283
"4338",2020-05-20,"New York","36",359235,28540
"4339",2020-05-20,"North Carolina","37",20221,721
"4340",2020-05-20,"North Dakota","38",2095,49
"4341",2020-05-20,"Northern Mariana Islands","69",21,2
"4342",2020-05-20,"Ohio","39",29437,1781
"4343",2020-05-20,"Oklahoma","40",5532,299
"4344",2020-05-20,"Oregon","41",3801,144
"4345",2020-05-20,"Pennsylvania","42",68151,4794
"4346",2020-05-20,"Puerto Rico","72",2866,125
"4347",2020-05-20,"Rhode Island","44",13356,538
"4348",2020-05-20,"South Carolina","45",9175,407
"4349",2020-05-20,"South Dakota","46",4177,46
"4350",2020-05-20,"Tennessee","47",18534,309
"4351",2020-05-20,"Texas","48",52369,1443
"4352",2020-05-20,"Utah","49",7717,90
"4353",2020-05-20,"Vermont","50",944,54
"4354",2020-05-20,"Virgin Islands","78",69,6
"4355",2020-05-20,"Virginia","51",32908,1074
"4356",2020-05-20,"Washington","53",20110,1045
"4357",2020-05-20,"West Virginia","54",1567,69
"4358",2020-05-20,"Wisconsin","55",13779,481
"4359",2020-05-20,"Wyoming","56",787,11
"4360",2020-05-21,"Alabama","1",13414,529
"4361",2020-05-21,"Alaska","2",402,8
"4362",2020-05-21,"Arizona","4",15315,763
"4363",2020-05-21,"Arkansas","5",5458,110
"4364",2020-05-21,"California","6",88488,3624
"4365",2020-05-21,"Colorado","8",23161,1310
"4366",2020-05-21,"Connecticut","9",39208,3582
"4367",2020-05-21,"Delaware","10",8386,317
"4368",2020-05-21,"District of Columbia","11",7788,412
"4369",2020-05-21,"Florida","12",48667,2143
"4370",2020-05-21,"Georgia","13",38969,1749
"4371",2020-05-21,"Guam","66",1134,6
"4372",2020-05-21,"Hawaii","15",637,17
"4373",2020-05-21,"Idaho","16",2534,77
"4374",2020-05-21,"Illinois","17",102995,4634
"4375",2020-05-21,"Indiana","18",30673,1913
"4376",2020-05-21,"Iowa","19",16170,414
"4377",2020-05-21,"Kansas","20",8771,199
"4378",2020-05-21,"Kentucky","21",8475,393
"4379",2020-05-21,"Louisiana","22",36627,2629
"4380",2020-05-21,"Maine","23",1877,73
"4381",2020-05-21,"Maryland","24",43645,2159
"4382",2020-05-21,"Massachusetts","25",90084,6148
"4383",2020-05-21,"Michigan","26",53468,5129
"4384",2020-05-21,"Minnesota","27",18209,818
"4385",2020-05-21,"Mississippi","28",12222,580
"4386",2020-05-21,"Missouri","29",11657,670
"4387",2020-05-21,"Montana","30",479,16
"4388",2020-05-21,"Nebraska","31",11423,148
"4389",2020-05-21,"Nevada","32",7404,381
"4390",2020-05-21,"New Hampshire","33",3935,199
"4391",2020-05-21,"New Jersey","34",151472,10843
"4392",2020-05-21,"New Mexico","35",6472,294
"4393",2020-05-21,"New York","36",361313,28663
"4394",2020-05-21,"North Carolina","37",20934,734
"4395",2020-05-21,"North Dakota","38",2229,51
"4396",2020-05-21,"Northern Mariana Islands","69",22,2
"4397",2020-05-21,"Ohio","39",30168,1836
"4398",2020-05-21,"Oklahoma","40",5680,304
"4399",2020-05-21,"Oregon","41",3817,145
"4400",2020-05-21,"Pennsylvania","42",69252,4887
"4401",2020-05-21,"Puerto Rico","72",2913,126
"4402",2020-05-21,"Rhode Island","44",13571,556
"4403",2020-05-21,"South Carolina","45",9379,416
"4404",2020-05-21,"South Dakota","46",4177,47
"4405",2020-05-21,"Tennessee","47",18970,313
"4406",2020-05-21,"Texas","48",53441,1480
"4407",2020-05-21,"Utah","49",7876,92
"4408",2020-05-21,"Vermont","50",950,54
"4409",2020-05-21,"Virgin Islands","78",69,6
"4410",2020-05-21,"Virginia","51",34137,1099
"4411",2020-05-21,"Washington","53",20280,1054
"4412",2020-05-21,"West Virginia","54",1603,71
"4413",2020-05-21,"Wisconsin","55",14172,487
"4414",2020-05-21,"Wyoming","56",801,12
"4415",2020-05-22,"Alabama","1",13670,541
"4416",2020-05-22,"Alaska","2",404,8
"4417",2020-05-22,"Arizona","4",15608,775
"4418",2020-05-22,"Arkansas","5",5612,113
"4419",2020-05-22,"California","6",90801,3690
"4420",2020-05-22,"Colorado","8",23456,1324
"4421",2020-05-22,"Connecticut","9",39640,3637
"4422",2020-05-22,"Delaware","10",8529,322
"4423",2020-05-22,"District of Columbia","11",7893,418
"4424",2020-05-22,"Florida","12",49443,2189
"4425",2020-05-22,"Georgia","13",39734,1779
"4426",2020-05-22,"Guam","66",1134,6
"4427",2020-05-22,"Hawaii","15",632,17
"4428",2020-05-22,"Idaho","16",2595,79
"4429",2020-05-22,"Illinois","17",105710,4740
"4430",2020-05-22,"Indiana","18",31165,1941
"4431",2020-05-22,"Iowa","19",16510,441
"4432",2020-05-22,"Kansas","20",9068,200
"4433",2020-05-22,"Kentucky","21",8688,398
"4434",2020-05-22,"Louisiana","22",37048,2669
"4435",2020-05-22,"Maine","23",1948,75
"4436",2020-05-22,"Maryland","24",44539,2207
"4437",2020-05-22,"Massachusetts","25",90889,6228
"4438",2020-05-22,"Michigan","26",53865,5158
"4439",2020-05-22,"Minnesota","27",19014,851
"4440",2020-05-22,"Mississippi","28",12624,596
"4441",2020-05-22,"Missouri","29",11797,680
"4442",2020-05-22,"Montana","30",479,16
"4443",2020-05-22,"Nebraska","31",11661,149
"4444",2020-05-22,"Nevada","32",7531,387
"4445",2020-05-22,"New Hampshire","33",4014,204
"4446",2020-05-22,"New Jersey","34",152719,10985
"4447",2020-05-22,"New Mexico","35",6625,302
"4448",2020-05-22,"New York","36",362991,28802
"4449",2020-05-22,"North Carolina","37",21661,754
"4450",2020-05-22,"North Dakota","38",2317,52
"4451",2020-05-22,"Northern Mariana Islands","69",22,2
"4452",2020-05-22,"Ohio","39",30795,1872
"4453",2020-05-22,"Oklahoma","40",5849,307
"4454",2020-05-22,"Oregon","41",3864,147
"4455",2020-05-22,"Pennsylvania","42",70305,5032
"4456",2020-05-22,"Puerto Rico","72",3030,126
"4457",2020-05-22,"Rhode Island","44",13736,579
"4458",2020-05-22,"South Carolina","45",9638,419
"4459",2020-05-22,"South Dakota","46",4356,50
"4460",2020-05-22,"Tennessee","47",19364,315
"4461",2020-05-22,"Texas","48",54369,1498
"4462",2020-05-22,"Utah","49",8057,93
"4463",2020-05-22,"Vermont","50",952,54
"4464",2020-05-22,"Virgin Islands","78",69,6
"4465",2020-05-22,"Virginia","51",34950,1136
"4466",2020-05-22,"Washington","53",20526,1061
"4467",2020-05-22,"West Virginia","54",1705,72
"4468",2020-05-22,"Wisconsin","55",14768,496
"4469",2020-05-22,"Wyoming","56",803,12
"4470",2020-05-23,"Alabama","1",14149,549
"4471",2020-05-23,"Alaska","2",409,8
"4472",2020-05-23,"Arizona","4",16040,799
"4473",2020-05-23,"Arkansas","5",5775,115
"4474",2020-05-23,"California","6",92815,3768
"4475",2020-05-23,"Colorado","8",23932,1327
"4476",2020-05-23,"Connecticut","9",40022,3675
"4477",2020-05-23,"Delaware","10",8690,324
"4478",2020-05-23,"District of Columbia","11",7966,427
"4479",2020-05-23,"Florida","12",50119,2232
"4480",2020-05-23,"Georgia","13",40408,1794
"4481",2020-05-23,"Guam","66",1134,6
"4482",2020-05-23,"Hawaii","15",633,17
"4483",2020-05-23,"Idaho","16",2626,79
"4484",2020-05-23,"Illinois","17",108100,4817
"4485",2020-05-23,"Indiana","18",31674,1964
"4486",2020-05-23,"Iowa","19",16898,446
"4487",2020-05-23,"Kansas","20",9119,200
"4488",2020-05-23,"Kentucky","21",8812,399
"4489",2020-05-23,"Louisiana","22",37165,2683
"4490",2020-05-23,"Maine","23",2013,77
"4491",2020-05-23,"Maryland","24",45608,2243
"4492",2020-05-23,"Massachusetts","25",91662,6304
"4493",2020-05-23,"Michigan","26",54304,5223
"4494",2020-05-23,"Minnesota","27",19854,861
"4495",2020-05-23,"Mississippi","28",13005,616
"4496",2020-05-23,"Missouri","29",11922,685
"4497",2020-05-23,"Montana","30",479,16
"4498",2020-05-23,"Nebraska","31",11988,150
"4499",2020-05-23,"Nevada","32",7769,392
"4500",2020-05-23,"New Hampshire","33",4089,208
"4501",2020-05-23,"New Jersey","34",153104,11081
"4502",2020-05-23,"New Mexico","35",6795,308
"4503",2020-05-23,"New York","36",364745,28900
"4504",2020-05-23,"North Carolina","37",22731,763
"4505",2020-05-23,"North Dakota","38",2365,52
"4506",2020-05-23,"Northern Mariana Islands","69",22,2
"4507",2020-05-23,"Ohio","39",31408,1956
"4508",2020-05-23,"Oklahoma","40",5960,311
"4509",2020-05-23,"Oregon","41",3888,147
"4510",2020-05-23,"Pennsylvania","42",71102,5121
"4511",2020-05-23,"Puerto Rico","72",3100,127
"4512",2020-05-23,"Rhode Island","44",13952,597
"4513",2020-05-23,"South Carolina","45",9895,425
"4514",2020-05-23,"South Dakota","46",4468,50
"4515",2020-05-23,"Tennessee","47",19765,325
"4516",2020-05-23,"Texas","48",55451,1522
"4517",2020-05-23,"Utah","49",8260,97
"4518",2020-05-23,"Vermont","50",954,54
"4519",2020-05-23,"Virgin Islands","78",69,6
"4520",2020-05-23,"Virginia","51",35749,1159
"4521",2020-05-23,"Washington","53",20740,1062
"4522",2020-05-23,"West Virginia","54",1729,72
"4523",2020-05-23,"Wisconsin","55",15196,507
"4524",2020-05-23,"Wyoming","56",813,12
"4525",2020-05-24,"Alabama","1",14478,551
"4526",2020-05-24,"Alaska","2",409,8
"4527",2020-05-24,"Arizona","4",16339,800
"4528",2020-05-24,"Arkansas","5",5922,116
"4529",2020-05-24,"California","6",94743,3790
"4530",2020-05-24,"Colorado","8",24140,1332
"4531",2020-05-24,"Connecticut","9",40468,3693
"4532",2020-05-24,"Delaware","10",8809,326
"4533",2020-05-24,"District of Columbia","11",8110,432
"4534",2020-05-24,"Florida","12",50859,2236
"4535",2020-05-24,"Georgia","13",40989,1799
"4536",2020-05-24,"Guam","66",1135,6
"4537",2020-05-24,"Hawaii","15",633,17
"4538",2020-05-24,"Idaho","16",2650,79
"4539",2020-05-24,"Illinois","17",110541,4884
"4540",2020-05-24,"Indiana","18",32151,1976
"4541",2020-05-24,"Iowa","19",17434,456
"4542",2020-05-24,"Kansas","20",9135,200
"4543",2020-05-24,"Kentucky","21",8842,399
"4544",2020-05-24,"Louisiana","22",37293,2690
"4545",2020-05-24,"Maine","23",2055,78
"4546",2020-05-24,"Maryland","24",46919,2277
"4547",2020-05-24,"Massachusetts","25",92675,6372
"4548",2020-05-24,"Michigan","26",54616,5228
"4549",2020-05-24,"Minnesota","27",20582,878
"4550",2020-05-24,"Mississippi","28",13252,625
"4551",2020-05-24,"Missouri","29",12114,689
"4552",2020-05-24,"Montana","30",479,16
"4553",2020-05-24,"Nebraska","31",12133,153
"4554",2020-05-24,"Nevada","32",7886,394
"4555",2020-05-24,"New Hampshire","33",4149,209
"4556",2020-05-24,"New Jersey","34",154154,11133
"4557",2020-05-24,"New Mexico","35",6943,317
"4558",2020-05-24,"New York","36",366346,29046
"4559",2020-05-24,"North Carolina","37",23231,771
"4560",2020-05-24,"North Dakota","38",2418,53
"4561",2020-05-24,"Northern Mariana Islands","69",22,2
"4562",2020-05-24,"Ohio","39",31911,1969
"4563",2020-05-24,"Oklahoma","40",6037,311
"4564",2020-05-24,"Oregon","41",3927,148
"4565",2020-05-24,"Pennsylvania","42",71656,5145
"4566",2020-05-24,"Puerto Rico","72",3189,127
"4567",2020-05-24,"Rhode Island","44",14065,608
"4568",2020-05-24,"South Carolina","45",10096,435
"4569",2020-05-24,"South Dakota","46",4563,50
"4570",2020-05-24,"Tennessee","47",20116,332
"4571",2020-05-24,"Texas","48",56050,1533
"4572",2020-05-24,"Utah","49",8392,97
"4573",2020-05-24,"Vermont","50",956,54
"4574",2020-05-24,"Virgin Islands","78",69,6
"4575",2020-05-24,"Virginia","51",36244,1171
"4576",2020-05-24,"Washington","53",20989,1069
"4577",2020-05-24,"West Virginia","54",1771,72
"4578",2020-05-24,"Wisconsin","55",15573,510
"4579",2020-05-24,"Wyoming","56",813,12
"4580",2020-05-25,"Alabama","1",14986,566
"4581",2020-05-25,"Alaska","2",412,8
"4582",2020-05-25,"Arizona","4",16561,806
"4583",2020-05-25,"Arkansas","5",6029,117
"4584",2020-05-25,"California","6",97017,3808
"4585",2020-05-25,"Colorado","8",24256,1333
"4586",2020-05-25,"Connecticut","9",40873,3742
"4587",2020-05-25,"Delaware","10",8965,332
"4588",2020-05-25,"District of Columbia","11",8225,440
"4589",2020-05-25,"Florida","12",51738,2251
"4590",2020-05-25,"Georgia","13",41414,1820
"4591",2020-05-25,"Guam","66",1135,6
"4592",2020-05-25,"Hawaii","15",633,17
"4593",2020-05-25,"Idaho","16",2664,79
"4594",2020-05-25,"Illinois","17",112248,4912
"4595",2020-05-25,"Indiana","18",32489,1984
"4596",2020-05-25,"Iowa","19",17628,460
"4597",2020-05-25,"Kansas","20",9272,201
"4598",2020-05-25,"Kentucky","21",8899,403
"4599",2020-05-25,"Louisiana","22",37916,2690
"4600",2020-05-25,"Maine","23",2074,78
"4601",2020-05-25,"Maryland","24",47754,2302
"4602",2020-05-25,"Massachusetts","25",93271,6416
"4603",2020-05-25,"Michigan","26",54816,5240
"4604",2020-05-25,"Minnesota","27",21324,890
"4605",2020-05-25,"Mississippi","28",13458,635
"4606",2020-05-25,"Missouri","29",12296,694
"4607",2020-05-25,"Montana","30",479,16
"4608",2020-05-25,"Nebraska","31",12354,155
"4609",2020-05-25,"Nevada","32",7959,396
"4610",2020-05-25,"New Hampshire","33",4197,210
"4611",2020-05-25,"New Jersey","34",155092,11144
"4612",2020-05-25,"New Mexico","35",7026,320
"4613",2020-05-25,"New York","36",367625,29138
"4614",2020-05-25,"North Carolina","37",23997,780
"4615",2020-05-25,"North Dakota","38",2457,54
"4616",2020-05-25,"Northern Mariana Islands","69",22,2
"4617",2020-05-25,"Ohio","39",32477,1987
"4618",2020-05-25,"Oklahoma","40",6090,313
"4619",2020-05-25,"Oregon","41",3949,148
"4620",2020-05-25,"Pennsylvania","42",72356,5159
"4621",2020-05-25,"Puerto Rico","72",3260,129
"4622",2020-05-25,"Rhode Island","44",14065,608
"4623",2020-05-25,"South Carolina","45",10178,440
"4624",2020-05-25,"South Dakota","46",4586,50
"4625",2020-05-25,"Tennessee","47",20533,334
"4626",2020-05-25,"Texas","48",56490,1536
"4627",2020-05-25,"Utah","49",8521,98
"4628",2020-05-25,"Vermont","50",962,54
"4629",2020-05-25,"Virgin Islands","78",69,6
"4630",2020-05-25,"Virginia","51",37727,1208
"4631",2020-05-25,"Washington","53",21265,1076
"4632",2020-05-25,"West Virginia","54",1782,73
"4633",2020-05-25,"Wisconsin","55",15857,514
"4634",2020-05-25,"Wyoming","56",843,12
"4635",2020-05-26,"Alabama","1",15650,580
"4636",2020-05-26,"Alaska","2",416,8
"4637",2020-05-26,"Arizona","4",16783,807
"4638",2020-05-26,"Arkansas","5",6180,119
"4639",2020-05-26,"California","6",99924,3859
"4640",2020-05-26,"Colorado","8",24553,1352
"4641",2020-05-26,"Connecticut","9",41303,3769
"4642",2020-05-26,"Delaware","10",9066,335
"4643",2020-05-26,"District of Columbia","11",8334,440
"4644",2020-05-26,"Florida","12",52247,2258
"4645",2020-05-26,"Georgia","13",42066,1867
"4646",2020-05-26,"Guam","66",1139,6
"4647",2020-05-26,"Hawaii","15",633,17
"4648",2020-05-26,"Idaho","16",2699,81
"4649",2020-05-26,"Illinois","17",113486,4960
"4650",2020-05-26,"Indiana","18",32856,2004
"4651",2020-05-26,"Iowa","19",17999,480
"4652",2020-05-26,"Kansas","20",9352,204
"4653",2020-05-26,"Kentucky","21",9175,407
"4654",2020-05-26,"Louisiana","22",38252,2701
"4655",2020-05-26,"Maine","23",2109,79
"4656",2020-05-26,"Maryland","24",48290,2333
"4657",2020-05-26,"Massachusetts","25",93693,6473
"4658",2020-05-26,"Michigan","26",55040,5266
"4659",2020-05-26,"Minnesota","27",21969,908
"4660",2020-05-26,"Mississippi","28",13731,652
"4661",2020-05-26,"Missouri","29",12437,698
"4662",2020-05-26,"Montana","30",479,17
"4663",2020-05-26,"Nebraska","31",12618,160
"4664",2020-05-26,"Nevada","32",8059,396
"4665",2020-05-26,"New Hampshire","33",4231,214
"4666",2020-05-26,"New Jersey","34",155764,11191
"4667",2020-05-26,"New Mexico","35",7130,325
"4668",2020-05-26,"New York","36",368669,29241
"4669",2020-05-26,"North Carolina","37",24188,789
"4670",2020-05-26,"North Dakota","38",2422,54
"4671",2020-05-26,"Northern Mariana Islands","69",22,2
"4672",2020-05-26,"Ohio","39",33006,2002
"4673",2020-05-26,"Oklahoma","40",6137,318
"4674",2020-05-26,"Oregon","41",3968,148
"4675",2020-05-26,"Pennsylvania","42",72873,5175
"4676",2020-05-26,"Puerto Rico","72",3324,129
"4677",2020-05-26,"Rhode Island","44",14210,634
"4678",2020-05-26,"South Carolina","45",10416,446
"4679",2020-05-26,"South Dakota","46",4653,50
"4680",2020-05-26,"Tennessee","47",20960,339
"4681",2020-05-26,"Texas","48",57573,1552
"4682",2020-05-26,"Utah","49",8622,101
"4683",2020-05-26,"Vermont","50",967,54
"4684",2020-05-26,"Virgin Islands","78",69,6
"4685",2020-05-26,"Virginia","51",39342,1236
"4686",2020-05-26,"Washington","53",21538,1091
"4687",2020-05-26,"West Virginia","54",1854,74
"4688",2020-05-26,"Wisconsin","55",16141,517
"4689",2020-05-26,"Wyoming","56",850,13
"4690",2020-05-27,"Alabama","1",16032,583
"4691",2020-05-27,"Alaska","2",417,8
"4692",2020-05-27,"Arizona","4",17262,831
"4693",2020-05-27,"Arkansas","5",6277,120
"4694",2020-05-27,"California","6",101873,3961
"4695",2020-05-27,"Colorado","8",24775,1393
"4696",2020-05-27,"Connecticut","9",41288,3803
"4697",2020-05-27,"Delaware","10",9096,344
"4698",2020-05-27,"District of Columbia","11",8406,445
"4699",2020-05-27,"Florida","12",52626,2318
"4700",2020-05-27,"Georgia","13",42713,1904
"4701",2020-05-27,"Guam","66",1140,6
"4702",2020-05-27,"Hawaii","15",634,17
"4703",2020-05-27,"Idaho","16",2731,82
"4704",2020-05-27,"Illinois","17",114612,5118
"4705",2020-05-27,"Indiana","18",33242,2030
"4706",2020-05-27,"Iowa","19",18446,496
"4707",2020-05-27,"Kansas","20",9453,207
"4708",2020-05-27,"Kentucky","21",9313,420
"4709",2020-05-27,"Louisiana","22",38694,2722
"4710",2020-05-27,"Maine","23",2137,81
"4711",2020-05-27,"Maryland","24",49042,2392
"4712",2020-05-27,"Massachusetts","25",94220,6547
"4713",2020-05-27,"Michigan","26",55544,5334
"4714",2020-05-27,"Minnesota","27",22474,942
"4715",2020-05-27,"Mississippi","28",14044,670
"4716",2020-05-27,"Missouri","29",12624,705
"4717",2020-05-27,"Montana","30",481,17
"4718",2020-05-27,"Nebraska","31",12975,168
"4719",2020-05-27,"Nevada","32",8150,402
"4720",2020-05-27,"New Hampshire","33",4286,223
"4721",2020-05-27,"New Jersey","34",156628,11339
"4722",2020-05-27,"New Mexico","35",7252,329
"4723",2020-05-27,"New York","36",369801,29339
"4724",2020-05-27,"North Carolina","37",24787,827
"4725",2020-05-27,"North Dakota","38",2442,59
"4726",2020-05-27,"Northern Mariana Islands","69",22,2
"4727",2020-05-27,"Ohio","39",33439,2044
"4728",2020-05-27,"Oklahoma","40",6229,322
"4729",2020-05-27,"Oregon","41",4041,148
"4730",2020-05-27,"Pennsylvania","42",73646,5290
"4731",2020-05-27,"Puerto Rico","72",3397,129
"4732",2020-05-27,"Rhode Island","44",14353,655
"4733",2020-05-27,"South Carolina","45",10623,466
"4734",2020-05-27,"South Dakota","46",4710,54
"4735",2020-05-27,"Tennessee","47",21360,353
"4736",2020-05-27,"Texas","48",59105,1598
"4737",2020-05-27,"Utah","49",8710,105
"4738",2020-05-27,"Vermont","50",971,54
"4739",2020-05-27,"Virgin Islands","78",69,6
"4740",2020-05-27,"Virginia","51",40249,1281
"4741",2020-05-27,"Washington","53",21825,1106
"4742",2020-05-27,"West Virginia","54",1899,74
"4743",2020-05-27,"Wisconsin","55",16786,539
"4744",2020-05-27,"Wyoming","56",860,14
"4745",2020-05-28,"Alabama","1",16530,591
"4746",2020-05-28,"Alaska","2",430,8
